store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
Azad Gülüş,,,2.0,,0,Gözəllik və sağlamlıq | Diş həkimi,Gözəllik və sağlamlıq,True,https://www.instagram.com/azadgulush/,https://www.facebook.com/azad.gulush/,,Bakı,Nəsimi,İzzət Həmidov,3/7,,"40.385604,49.839168",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,2
Denta Med,,,5.0,,0,Gözəllik və sağlamlıq | Diş həkimi,Gözəllik və sağlamlıq,True,https://www.instagram.com/dentamed.klinikasi/,,,Bakı,Nərimanov,Koroğlu Rəhimov,3а,,"40.395548,49.859649",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Mütəkkə Home,+994556549396,,5.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/mutekkehome/,,,Bakı,Yasamal,Hüseyn Cavid prospekti,28B,Space TV yaxınlığı,"40.36771,49.81716",mon: 10:00-20:30; tue: 10:00-20:30; wed: 10:00-20:30; thu: 10:00-20:30; fri: 10:00-20:30; sat: 10:00-20:30; sun: 10:00-20:30,2
Phobia Cinema,,,4.0,,0,İstirahət və əyləncə | Tədbirlər | Kino,İstirahət və əyləncə,True,https://www.instagram.com/phobiacinema/,,,Bakı,Nəsimi,Bəşir Səfəroğlu,,Nizami kinoteatrı yaxınlığı,"40.376103,49.844089",mon: 12:00-02:00; tue: 12:00-02:00; wed: 12:00-02:00; thu: 12:00-02:00; fri: 12:00-02:00; sat: 12:00-02:00; sun: 12:00-02:00,1
Mr.Gift,,,2.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Hədiyyələr,İstirahət və əyləncə,True,https://www.instagram.com/mr.gift_accessories_/,,,Bakı,Nəsimi,28 may,48,Muğan bağın yaxınlığında,"40.377777,49.851559",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Sahil Shopping,,,2.0,,0,Gözəllik və sağlamlıq | Manikür və pedikür məhsulları | Parfümeriya | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/sahil_shopping_yeni/,,,Bakı,Qaradağ,Roterdam,,,"40.224134,49.577382",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Wemsey Baku,,,2.0,,0,Moda və stil | Kişi geyimləri,Moda və stil,True,https://www.instagram.com/wemsey_baku/,https://www.facebook.com/wemsey.baku,,Bakı,Xətai,Məhəmməd Hadi,41,,"40.383587,49.954211",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Sirr Cake House,,https://www.sirr.az/,3.0,,0,Restoran və kafelər | Şirniyyat dükanı | İstirahət və əyləncə | Əyləncə | Şirniyyat dükanı,Restoran və kafelər,True,https://www.instagram.com/sirr_cake_house/,https://www.facebook.com/sirrshirniyyatevi,,Bakı,Nərimanov,Heydər Əliyev prospekti,68,,"40.39873,49.875762",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Meta Education,+994777331814,,1.0,,0,İş və təhsil | Təhsil və inkişaf,İş və təhsil,True,https://www.instagram.com/metaedu.az/,https://www.facebook.com/people/Meta-Education-and-Consulting-LLC/61568732196883/,,Bakı,Nəsimi,Səməd Vurğun,34,Aff Mall 3-cü mərtəbə,"40.376416,49.84173",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,1
Miss Luxe,,,2.0,,0,Gözəllik və sağlamlıq | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/missluxe_cosmetics/,,,Bakı,Nəsimi,Dilarə Əliyeva,241,,"40.379637,49.853289",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,2
Eyyub Pharm and Beauty,,,1.0,,0,Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,https://www.instagram.com/aptek.eyyub/,,,Bakı,Yasamal,Əsəd Əhmədov,45,,"40.388747,49.787301",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
CupCork,,,2.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/cupcorkbaku/,,,Bakı,Səbail,Azərbaycan prospekti,26 B,,"40.373169,49.83311",mon: 09:00-00:00; tue: 09:00-00:00; wed: 09:00-00:00; thu: 09:00-00:00; fri: 09:00-00:00; sat: 09:00-00:00; sun: 09:00-00:00,1
Emb.az,,,2.0,,0,"Qurğu və texnologiyalar | Foto, video kameralar və aksessuarlar | Ev və məişət | Ev üçün təhlükəsizlik",Qurğu və texnologiyalar,True,https://www.instagram.com/emb.az/,,,Bakı,Nərimanov,Əhməd Rəcəbli,69F,,"40.405539,49.866369",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
İtaliano Paratti,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/italiano_parati/,,,Bakı,Nəsimi,Akademik Həsən Əliyev,15,"Keçmiş İnqilab küç., Avrasiya Hospitalın yaxınlığı","40.405151,49.837359",mon: 09:30-17:00; tue: 09:30-17:00; wed: 09:30-17:00; thu: 09:30-17:00; fri: 09:30-17:00; sat: 09:30-17:00; sun: 09:30-17:00,1
Ev aid tekstil,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/evaidtekstil/,,,Bakı,Yasamal,Həsən bəy Zərdabi ,183,Baku Mall 2-ci mərtəbə,"40.389517,49.807041",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
RichSaat,,,10.0,,0,Moda və stil | Saat və zinyat əşyaları,Moda və stil,True,https://www.instagram.com/richwatch.baku/,,,Bakı,Yasamal,Salatın Əsgərova,,"Nizami mall, mağaza 230 nömrə","40.378413,49.830843",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Hayal Holiday,,,1.5,,0,Gəzinti və səyahətlər | Turlar | Biletlər | Otellər | Viza dəstəyi | Online aviabiletlər,Gəzinti və səyahətlər,True,https://www.instagram.com/hayal_holiday_travel?igsh=MWgya3Q5MTA0dTk3Yw==,,,Bakı,Nəsimi,Səməd Vurğun,34,"AF Mall, 2-ci mərtəbə","40.376251,49.8413",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
SOFİ,,,2.0,,0,Gözəllik və sağlamlıq | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları | Sağlamlıq məhsulları,Gözəllik və sağlamlıq,True,,,,Bakı,Səbail,Lermontov,123,,"40.366916,49.82952",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00; sat: 10:00-18:00; sun: 10:00-18:00,1
LG Electronics (Sədərək),,,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/elektroniksederek/,,,Bakı,Qaradağ,Sədərək T/M,1,"Şirniyat bazarı, sıra 1, mağaza 42","40.329851,49.783363",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Coffeebear,,,3.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/coffeebearbaku/,,,Bakı,Səbail,Nigar Rəfibəyli,12/14,,"40.370251,49.832876",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,1
Feming Accessories,,https://feming.az/,2.0,,0,Moda və stil | Qadın aksesuarları | Moda və stil | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/femingbaku/,,,Bakı,Səbail,Səməd Vurğun,10D,,"40.371181,49.842978",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,2
Bouquet,,https://www.bouquet.az/,5.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/bouquet.azerbaijan/,,,Bakı,Səbail,Bünyad Sərdarov,20,"Axundov bağı, Vegas Optics yaxınlığında","40.368336,49.82736",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
April Cosmetics,,,2.0,,,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/_april_cosmetics_/,,,Bakı,Səbail,Üzeyir Hacıbəyli,49B,Sahil metrosu yaxınlığı ,"40.373758,49.848878",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
Boss,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtomobil elektronikası | Avtomobillər üçün aksessuarlar | Avtomobil üçün elektrik avadanlıq","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/boss.avto/,,,Bakı,Xətai,Babək prospekti,,Araz supermarketinin yaxınliği,"40.392844,49.927622",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Kosmetik Baku,+994552254145,,3.0,,0,Gözəllik və sağlamlıq | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,,,,Bakı,Nəsimi,Rəşid Behbudov,53E,Azza-nın yanı,"40.380275,49.843838",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
Mələk,,,2.0,,0,Gözəllik və sağlamlıq | Manikür və pedikür məhsulları | Kişi kosmetikası və təraş üçün aksesuarlar | Bərbərxanalar,Gözəllik və sağlamlıq,True,https://www.instagram.com/melek_salonmallari_nerimanov?igsh=Z3NrMmwyemR5cjFz,,,Bakı,Nərimanov,Ağanemətulla,45,Qədirxum restoranın yaxınlığı,"40.404199,49.870863",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Glamour Luxuryshop,,,2.0,,0,Moda və stil | Qadın ayaqqabıları | Qadın aksesuarları | Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Moda və stil,True,https://www.instagram.com/glamour_luxuryshop/,,,Bakı,Yasamal,Şixəli Qurbanov,21,,"40.378095,49.831319",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Baku Roses,"+994507051115, +994557051118",,2.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/baku.roses/,,,Bakı,Nəsimi,Ənvər Qasımzadə,40,,"40.391436,49.843183",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
Avto Store 333,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Maşın hissələri","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/avto_store333/,,,Bakı,Nərimanov,Əliyar Əliyev,161B,,"40.409512,49.872877",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
Aydınlar makina,,,2.0,,0,"Moda və stil | Tikiş, təmir və nəzarət | Paltarların tikilməsi və təmiri",Moda və stil,True,https://www.instagram.com/aydinlar_makina_official/,,,Bakı,Qaradağ,Salyan şossesi,1,"Binə T/M, 3-cü sıranın sonu","40.299029,49.753279",mon: 09:00-17:30; tue: 09:00-17:30; wed: 09:00-17:30; thu: 09:00-17:30; fri: 09:00-17:30; sat: 09:00-17:30; sun: 09:00-17:30,1
BrendAvto,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Maşın hissələri","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/brendavto_opelchevrolet/,https://www.facebook.com/pages/Brend%20Avto%20Gunesli/111364120642352/#,,Bakı,Suraxanı,Səmədbəy Mehmandarov,28A,,"40.376982,49.968545",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
NAN,+994502733825,,5.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Хрутка,+994502733825,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Bistroff,+994555444447,,5.0,,0,Brendlər,Brendlər,True,,,"Diqqət! Əgər bir məhsul digər məhsullarla aksiyada iştirak edirsə ( məsələn, iki məhsul birinin qiymətinə və ya iki məhsulu endirim ilə bir qablaşdırılmada əldə edirsinizsə və s.) UMICO bonusları ilə keşbek hesablanmır.",Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Nescafe,+994555444447,,2.0,,0,Brendlər,Brendlər,True,,,"Nescafe istehlakçılar arasında həll olunan kofe kimi tanınan dünyanın ən məhşur brendidir.
Nescafe qəhvə dənəciklərinin qızardılmasında istifadə olunan xüsusi gizli qızartma sistemi sayəsində onlar qəhvəyə ilahi dad bəxş edən xüsusi, təkrarolunmaz ətir bəxş edir.
Unikal qablaşdırması sayəsində qəhvə öz ətrini, dadını və tündlüyünü çox uzun müddət qoruyur.

*Diqqət! Əgər bir məhsul digər məhsullarla aksiyada iştirak edirsə ( məsələn, iki məhsul birinin qiymətinə və ya iki məhsulu endirim ilə bir qablaşdırılmada əldə edirsinizsə və s.) UMICO bonusları ilə keşbek hesablanmır.",Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Nesquik,+994502733825,,5.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Россия Щедрая Душа,+994502733825,,5.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Turbo,+994552772507,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Özsüt,,,2.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər | Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər | Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,,,,Bakı,Səbail,Füzuli,49,Qış parkı,"40.377228,49.838464",mon: 09:00-01:00; tue: 09:00-01:00; wed: 09:00-01:00; thu: 09:00-01:00; fri: 09:00-01:00; sat: 09:00-01:00; sun: 09:00-01:00,5
Payt,+994552772507,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Eco Persol,+994552772507,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Penta Service Center,,,2.0,,0,Qurğu və texnologiyalar | Kompyuter texnikası və proqram təminatı | Məişət texnikası və elektronikanın təmiri və nəzarət,Qurğu və texnologiyalar,True,https://www.instagram.com/pentaservice.az/,,,Bakı,Yasamal,Cəfər Cabbarlı,32,,"40.3827,49.829709",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
Azadoğlu İnşaat,,,3.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar | Tikinti",Ev və məişət,True,https://www.instagram.com/azadogluinsaat/,,,Bakı,Binəqədi,Cəfər Xəndan,,,"40.417258,49.83021",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
City Play Bowling,,,4.0,,0,İstirahət və əyləncə | Əyləncə | Boulinq,İstirahət və əyləncə,True,https://www.instagram.com/cityplaybowling/,https://www.facebook.com/p/City-Play-Bowling-61557393217506/,,Bakı,Xətai,Süleyman Vəzirov küçəsinin və Babək prospektinin kəsişməsi,,City Park Mall 3-cü mərtəbə,"40.388991,49.890976",mon: 10:00-22:30; tue: 10:00-22:30; wed: 10:00-22:30; thu: 10:00-22:30; fri: 10:00-22:30; sat: 10:00-22:30; sun: 10:00-22:30,1
Plov Üstü,,,3.5,,0,Restoran və kafelər | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/plovustu/,,,Bakı,Nəsimi,Eldar Tağızadə,12A,,"40.385861,49.844889",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Ali sport,,,3.0,,0,Moda və stil | Qadın geyimləri | Kişi geyimləri | Kişi ayaqqabıları,Moda və stil,True,https://www.instagram.com/ali_sport_n1/,,,Bakı,Qaradağ,Lökbatan dairəsi,,"Binə T/M, sıra 7A, korpus 3, mağaza 23","40.301833,49.752528",mon: 07:30-17:30; tue: 07:30-17:30; wed: 07:30-17:30; thu: 07:30-17:30; fri: 07:30-17:30; sat: 07:30-17:30; sun: 07:30-17:30,1
Mega telecom,,,1.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,,,,Bakı,Yasamal,Zahid Xəlilov,68,,"40.376222,49.811861",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
StarSat,,,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/starsat_baku/,,,Bakı,Qaradağ,Lökbatan qəsəbəsi,,"Abşeron T/M, prestij B, korpus 25, mağaza 10/11","40.329028,49.770278",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Atirland,,,3.0,,0,Gözəllik və sağlamlıq | Parfümeriya,Gözəllik və sağlamlıq,True,https://www.instagram.com/atirlandd?igsh=MXZ1OXR1dTZ5cGlyOA==,,,Bakı,Qaradağ,Məhərrəm Seyidov,3,Rahat marketin yanıxınlığı,"40.227028,49.576361",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,1
Arlekin,,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/arlekinrestobar/,"""https://www.facebook.com/profile.php?id=61573732975622 """,,Bakı,Səbail,Xəqani,103,,"40.376735,49.855087",mon: 12:00-00:00; tue: 12:00-00:00; wed: 12:00-00:00; thu: 12:00-00:00; fri: 12:00-00:00; sat: 12:00-00:00; sun: 12:00-00:00,1
The Regalo,,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/the_regalo_baku/,,,Bakı,Nəsimi,Nəsibbəy Yusifbəyli,32,,"40.396832,49.830615",mon: 10:00-00:00; tue: 10:00-00:00; wed: 10:00-00:00; thu: 10:00-00:00; fri: 10:00-00:00; sat: 10:00-00:00,1
Zahra Cosmetic,,,2.0,,0,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,,,,Bakı,Suraxanı,Malik Mustafayev,,,"40.421528,49.998556",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Zoo Baku,,,2.0,,,Ev və məişət | Ev heyvanları və heyvan ləvazimatları,Ev və məişət,True,https://www.instagram.com/zoobaku_/,,,Bakı,Yasamal,Dadaş Bünyadzadə,9,Yasamal Mall,"40.392282,49.794287",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Kotex,+994111111111,,2.0,,0,Brendlər,Brendlər,True,,,"Diqqət! Əgər bir məhsul digər məhsullarla aksiyada iştirak edirsə ( məsələn, iki məhsul birinin qiymətinə və ya iki məhsulu endirim ilə bir qablaşdırılmada əldə edirsinizsə və s.) UMICO bonusları ilə keşbek hesablanmır.",Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Karma  shoes,,,3.0,,0,Moda və stil | Qadın ayaqqabıları,Moda və stil,True,https://www.instagram.com/karmashoes.az/,,,Bakı,Nərimanov,Fətəli Xan Xoyski,19,,"40.378009,49.85344",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
BeerAləm Pub & Restaurant,,,10.0,,,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/beeralem.baku/,,,Bakı,Binəqədi,İbrahimpaşa Dadaşov,202C,,"40.411503,49.844049",mon: 12:00-02:00; tue: 12:00-02:00; wed: 12:00-02:00; thu: 12:00-02:00; fri: 12:00-02:00; sat: 14:00-02:00; sun: 14:00-02:00,1
Kleenex,+994111111111,,2.0,,0,Brendlər,Brendlər,True,,,"Diqqət! Əgər bir məhsul digər məhsullarla aksiyada iştirak edirsə ( məsələn, iki məhsul birinin qiymətinə və ya iki məhsulu endirim ilə bir qablaşdırılmada əldə edirsinizsə və s.) UMICO bonusları ilə keşbek hesablanmır.",Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,149
